"id","ign","group","banner_data","clean_data"
"157","febegwyn","f2p","{""histories"": {""oni_s-royale-4"": {""item"": [{""name"": ""qiqi"", ""pity"": 81, ""tier"": ""none"", ""class"": ""spt"", ""gender"": ""f"", ""itemID"": 17, ""status"": ""lose"", ""category"": ""standard"", ""extraPity"": 30, ""totalPulls"": 51}], ""action"": ""pulled"", ""defeat"": false, ""expenses"": {""pullsLeft"": 26, ""purchases"": {""fates"": 16, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 51, ""startBalance"": {""fates"": 0, ""primos"": 14649}}}, ""azure-excursion-3"": {""item"": [], ""action"": ""skipped"", ""defeat"": false, ""expenses"": {""pullsLeft"": 54, ""purchases"": {""fates"": 0, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 0, ""startBalance"": {""fates"": 0, ""primos"": 10296}}}, ""moment-of-bloom-5"": {""item"": [{""name"": ""hu-tao"", ""pity"": 73, ""tier"": ""low"", ""class"": ""dps"", ""gender"": ""f"", ""itemID"": 29, ""status"": ""win"", ""category"": ""limited"", ""extraPity"": 25, ""totalPulls"": 55}, {""name"": ""hu-tao"", ""pity"": 5, ""tier"": ""low"", ""class"": ""dps"", ""gender"": ""f"", ""itemID"": 29, ""status"": ""win"", ""category"": ""limited"", ""extraPity"": 7, ""totalPulls"": 0}], ""action"": ""pulled"", ""defeat"": false, ""expenses"": {""pullsLeft"": 35, ""purchases"": {""fates"": 5, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 55, ""startBalance"": {""fates"": 0, ""primos"": 14494}}}, ""sparkling-steps-4"": {""item"": [], ""action"": ""skipped"", ""defeat"": false, ""expenses"": {""pullsLeft"": 73, ""purchases"": {""fates"": 0, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 0, ""startBalance"": {""fates"": 0, ""primos"": 11741}}}, ""immaculate-pulse-3"": {""item"": [], ""action"": ""skipped"", ""defeat"": false, ""expenses"": {""pullsLeft"": 50, ""purchases"": {""fates"": 0, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 0, ""startBalance"": {""fates"": 0, ""primos"": 17788}}}, ""reign-of-serenity-4"": {""item"": [{""name"": ""raiden-shogun"", ""pity"": 78, ""tier"": ""mid"", ""class"": ""spt"", ""gender"": ""f"", ""itemID"": 38, ""status"": ""guaranteed"", ""category"": ""limited"", ""extraPity"": 1, ""totalPulls"": 77}], ""action"": ""pulled"", ""defeat"": false, ""expenses"": {""pullsLeft"": 15, ""purchases"": {""fates"": 5, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 77, ""startBalance"": {""fates"": 0, ""primos"": 14075}}}, ""the-heron_s-court-4"": {""item"": [], ""action"": ""skipped"", ""defeat"": false, ""expenses"": {""pullsLeft"": 53, ""purchases"": {""fates"": 0, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 0, ""startBalance"": {""fates"": 0, ""primos"": 8602}}}, ""leaves-in-the-wind-5"": {""item"": [{""name"": ""kaedehara-kazuha"", ""pity"": 26, ""tier"": ""mid"", ""class"": ""spt"", ""gender"": ""m"", ""itemID"": 33, ""status"": ""win"", ""category"": ""limited"", ""extraPity"": 4, ""totalPulls"": 30}], ""action"": ""pulled"", ""defeat"": true, ""expenses"": {""pullsLeft"": null, ""purchases"": {""fates"": 11, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 63, ""startBalance"": {""fates"": 0, ""primos"": 14743}}}, ""decree-of-the-deeps-3"": {""item"": [{""name"": ""neuvillette"", ""pity"": 52, ""gender"": ""m"", ""itemID"": 70, ""status"": ""win"", ""category"": ""limited"", ""extraPity"": 8, ""totalPulls"": 50}], ""action"": ""pulled"", ""defeat"": true, ""expenses"": {""pullsLeft"": null, ""purchases"": {""fates"": 11, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 50, ""startBalance"": {""fates"": 0, ""primos"": 14743}}}, ""gentry-of-hermitage-6"": {""item"": [], ""action"": ""skipped"", ""defeat"": false, ""expenses"": {""pullsLeft"": 35, ""purchases"": {""fates"": 5, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 0, ""startBalance"": {""fates"": 0, ""primos"": 14494}}}, ""tempestuous-destiny-1"": {""item"": [{""name"": ""wriothesley"", ""pity"": 6, ""gender"": ""m"", ""itemID"": 71, ""status"": ""guaranteed"", ""category"": ""limited"", ""extraPity"": 0, ""totalPulls"": 10}], ""action"": ""pulled"", ""defeat"": false, ""expenses"": {""pullsLeft"": 54, ""purchases"": {""fates"": 0, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 10, ""startBalance"": {""fates"": 0, ""primos"": 10296}}}, ""drifting-luminescence-4"": {""item"": [], ""action"": ""pulled"", ""defeat"": false, ""expenses"": {""pullsLeft"": 52, ""purchases"": {""fates"": 10, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 15, ""startBalance"": {""fates"": 0, ""primos"": 10847}}}, ""farewell-of-snezhnaya-5"": {""item"": [], ""action"": ""pulled"", ""defeat"": false, ""expenses"": {""pullsLeft"": 30, ""purchases"": {""fates"": 0, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 10, ""startBalance"": {""fates"": 0, ""primos"": 6400}}}, ""chanson-of-many-waters-2"": {""item"": [], ""action"": ""pulled"", ""defeat"": false, ""expenses"": {""pullsLeft"": 26, ""purchases"": {""fates"": 16, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 30, ""startBalance"": {""fates"": 0, ""primos"": 14649}}}, ""the-hearths-ashen-shadow-2"": {""item"": [{""name"": ""diluc"", ""pity"": 62, ""tier"": ""none"", ""class"": ""dps"", ""gender"": ""m"", ""itemID"": 16, ""status"": ""lose"", ""category"": ""standard"", ""extraPity"": 2, ""totalPulls"": 61}], ""action"": ""pulled"", ""defeat"": false, ""expenses"": {""pullsLeft"": 50, ""purchases"": {""fates"": 0, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 61, ""startBalance"": {""fates"": 0, ""primos"": 17788}}}, ""the-transcendent-one-returns-2"": {""item"": [], ""action"": ""skipped"", ""defeat"": false, ""expenses"": {""pullsLeft"": 53, ""purchases"": {""fates"": 0, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 0, ""startBalance"": {""fates"": 0, ""primos"": 8602}}}}}",""
"159","nona","whale","{""histories"": {""oni_s-royale-4"": {""item"": [], ""action"": ""skipped"", ""defeat"": false, ""expenses"": {""pullsLeft"": 233, ""purchases"": {""fates"": 0, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 0, ""startBalance"": {""fates"": 8, ""primos"": 36014}}}, ""azure-excursion-3"": {""item"": [], ""action"": ""skipped"", ""defeat"": false, ""expenses"": {""pullsLeft"": 297, ""purchases"": {""fates"": 0, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 0, ""startBalance"": {""fates"": 12, ""primos"": 45741}}}, ""moment-of-bloom-5"": {""item"": [], ""action"": ""skipped"", ""defeat"": false, ""expenses"": {""pullsLeft"": 103, ""purchases"": {""fates"": 0, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 0, ""startBalance"": {""fates"": 8, ""primos"": 36814}}}, ""sparkling-steps-4"": {""item"": [], ""action"": ""skipped"", ""defeat"": false, ""expenses"": {""pullsLeft"": 103, ""purchases"": {""fates"": 0, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 0, ""startBalance"": {""fates"": 4, ""primos"": 26287}}}, ""immaculate-pulse-3"": {""item"": [], ""action"": ""skipped"", ""defeat"": false, ""expenses"": {""pullsLeft"": 168, ""purchases"": {""fates"": 0, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 0, ""startBalance"": {""fates"": 4, ""primos"": 26287}}}, ""reign-of-serenity-4"": {""item"": [], ""action"": ""skipped"", ""defeat"": false, ""expenses"": {""pullsLeft"": 103, ""purchases"": {""fates"": 0, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 0, ""startBalance"": {""fates"": 8, ""primos"": 36014}}}, ""the-heron_s-court-4"": {""item"": [], ""action"": ""skipped"", ""defeat"": false, ""expenses"": {""pullsLeft"": 168, ""purchases"": {""fates"": 0, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 0, ""startBalance"": {""fates"": 4, ""primos"": 26287}}}, ""leaves-in-the-wind-5"": {""item"": [], ""action"": ""skipped"", ""defeat"": false, ""expenses"": {""pullsLeft"": null, ""purchases"": {""fates"": 0, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 0, ""startBalance"": {""fates"": 16, ""primos"": 55468}}}, ""decree-of-the-deeps-3"": {""item"": [], ""action"": ""skipped"", ""defeat"": false, ""expenses"": {""pullsLeft"": null, ""purchases"": {""fates"": 0, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 0, ""startBalance"": {""fates"": 16, ""primos"": 55468}}}, ""gentry-of-hermitage-6"": {""item"": [], ""action"": ""skipped"", ""defeat"": false, ""expenses"": {""pullsLeft"": 103, ""purchases"": {""fates"": 0, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 0, ""startBalance"": {""fates"": 8, ""primos"": 36814}}}, ""tempestuous-destiny-1"": {""item"": [], ""action"": ""skipped"", ""defeat"": false, ""expenses"": {""pullsLeft"": 297, ""purchases"": {""fates"": 0, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 0, ""startBalance"": {""fates"": 12, ""primos"": 45741}}}, ""drifting-luminescence-4"": {""item"": [], ""action"": ""skipped"", ""defeat"": false, ""expenses"": {""pullsLeft"": 173, ""purchases"": {""fates"": 0, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 0, ""startBalance"": {""fates"": 4, ""primos"": 27087}}}, ""farewell-of-snezhnaya-5"": {""item"": [{""name"": ""dehya"", ""pity"": 75, ""tier"": ""none"", ""class"": ""dps"", ""gender"": ""f"", ""itemID"": 62, ""status"": ""lose"", ""category"": ""standard"", ""extraPity"": 0, ""totalPulls"": 80}], ""action"": ""pulled"", ""defeat"": true, ""expenses"": {""pullsLeft"": 108, ""purchases"": {""fates"": 0, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 2}, ""dollars"": 199.98, ""genesis"": 21040, ""primogems"": 21040}, ""pullsSpent"": 100, ""startBalance"": {""fates"": 0, ""primos"": 6400}}}, ""chanson-of-many-waters-2"": {""item"": [], ""action"": ""skipped"", ""defeat"": false, ""expenses"": {""pullsLeft"": 233, ""purchases"": {""fates"": 0, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 0, ""startBalance"": {""fates"": 8, ""primos"": 36014}}}, ""the-hearths-ashen-shadow-2"": {""item"": [], ""action"": ""skipped"", ""defeat"": false, ""expenses"": {""pullsLeft"": 168, ""purchases"": {""fates"": 0, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 0, ""startBalance"": {""fates"": 4, ""primos"": 26287}}}, ""the-transcendent-one-returns-2"": {""item"": [], ""action"": ""skipped"", ""defeat"": false, ""expenses"": {""pullsLeft"": 168, ""purchases"": {""fates"": 0, ""topUp"": {""0.99"": 0, ""4.99"": 0, ""14.99"": 0, ""29.99"": 0, ""49.99"": 0, ""99.99"": 0}, ""dollars"": 0, ""genesis"": 0, ""primogems"": 0}, ""pullsSpent"": 0, ""startBalance"": {""fates"": 4, ""primos"": 26287}}}}}",""
